transaction_id,timestamp,date,hour,merchant_id,customer_id,amount,currency,payment_method,status,error_code,root_cause,recovery_strategy,retry_count,subscription_id,merchant_config,hour_int,recovered,attempts_made
txn_000592,2024-01-18 23:30:00,2024-01-18,23,m_test_123456,cust_1230,5215,INR,upi,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,3
txn_000593,2024-01-18 23:40:00,2024-01-18,23,m_test_123456,cust_7643,4164,INR,upi,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,3
txn_000594,2024-01-18 23:50:00,2024-01-18,23,m_test_123456,cust_7567,6372,INR,card,failed,payment_timed_out,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,2
txn_000595,2024-01-19 00:00:00,2024-01-19,0,m_test_123456,cust_6301,3303,INR,wallet,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,3
txn_000596,2024-01-19 00:10:00,2024-01-19,0,m_test_123456,cust_4858,5272,INR,wallet,failed,card_expired,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000597,2024-01-19 00:20:00,2024-01-19,0,m_test_123456,cust_1187,6400,INR,netbanking,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,3
txn_000598,2024-01-19 00:30:00,2024-01-19,0,m_test_123456,cust_2936,4871,INR,card,failed,request_timed_out,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,2
txn_000599,2024-01-19 00:40:00,2024-01-19,0,m_test_123456,cust_2923,7642,INR,netbanking,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,3
txn_000600,2024-01-19 00:50:00,2024-01-19,0,m_test_123456,cust_4590,7021,INR,upi,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,3
txn_000721,2024-01-19 20:00:00,2024-01-19,20,m_test_123456,cust_1202,6315,INR,wallet,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,3
txn_000722,2024-01-19 20:10:00,2024-01-19,20,m_test_123456,cust_9537,2387,INR,upi,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,3
txn_000723,2024-01-19 20:20:00,2024-01-19,20,m_test_123456,cust_5405,3777,INR,upi,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,3
txn_000724,2024-01-19 20:30:00,2024-01-19,20,m_test_123456,cust_3739,3390,INR,card,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,1
txn_000725,2024-01-19 20:40:00,2024-01-19,20,m_test_123456,cust_2260,5911,INR,wallet,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000726,2024-01-19 20:50:00,2024-01-19,20,m_test_123456,cust_8501,9123,INR,upi,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,3
txn_000727,2024-01-19 21:00:00,2024-01-19,21,m_test_123456,cust_6443,1110,INR,wallet,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000728,2024-01-19 21:10:00,2024-01-19,21,m_test_123456,cust_6484,6399,INR,wallet,failed,otp_expired,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,2
txn_000729,2024-01-19 21:20:00,2024-01-19,21,m_test_123456,cust_4290,5922,INR,netbanking,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,3
txn_000730,2024-01-19 21:30:00,2024-01-19,21,m_test_123456,cust_5775,7524,INR,netbanking,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,3
txn_000731,2024-01-19 21:40:00,2024-01-19,21,m_test_123456,cust_7161,4971,INR,netbanking,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,3
txn_000732,2024-01-19 21:50:00,2024-01-19,21,m_test_123456,cust_4273,6980,INR,card,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,3
txn_000733,2024-01-19 22:00:00,2024-01-19,22,m_test_123456,cust_4434,1440,INR,wallet,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000734,2024-01-19 22:10:00,2024-01-19,22,m_test_123456,cust_9180,2133,INR,wallet,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000735,2024-01-19 22:20:00,2024-01-19,22,m_test_123456,cust_3525,4965,INR,netbanking,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000736,2024-01-19 22:30:00,2024-01-19,22,m_test_123456,cust_8851,2211,INR,wallet,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,3
txn_000737,2024-01-19 22:40:00,2024-01-19,22,m_test_123456,cust_6890,9907,INR,card,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,3
txn_000738,2024-01-19 22:50:00,2024-01-19,22,m_test_123456,cust_6816,2791,INR,upi,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000739,2024-01-19 23:00:00,2024-01-19,23,m_test_123456,cust_8052,7547,INR,netbanking,failed,bank_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,3
txn_000740,2024-01-19 23:10:00,2024-01-19,23,m_test_123456,cust_9366,5239,INR,upi,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,3
txn_000741,2024-01-19 23:20:00,2024-01-19,23,m_test_123456,cust_7408,8303,INR,netbanking,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000742,2024-01-19 23:30:00,2024-01-19,23,m_test_123456,cust_8909,6651,INR,card,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000743,2024-01-19 23:40:00,2024-01-19,23,m_test_123456,cust_3321,2406,INR,card,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000744,2024-01-19 23:50:00,2024-01-19,23,m_test_123456,cust_9537,8460,INR,upi,failed,request_timed_out,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,3
txn_000745,2024-01-20 00:00:00,2024-01-20,0,m_test_123456,cust_8412,2599,INR,wallet,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,2
txn_000746,2024-01-20 00:10:00,2024-01-20,0,m_test_123456,cust_1370,1732,INR,card,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,2
txn_000747,2024-01-20 00:20:00,2024-01-20,0,m_test_123456,cust_4996,2791,INR,upi,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,1
txn_000748,2024-01-20 00:30:00,2024-01-20,0,m_test_123456,cust_8570,6422,INR,wallet,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,3
txn_000749,2024-01-20 00:40:00,2024-01-20,0,m_test_123456,cust_8080,4022,INR,upi,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,2
txn_000750,2024-01-20 00:50:00,2024-01-20,0,m_test_123456,cust_7370,8365,INR,wallet,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,3
